DebtToIncomeRatio,CreditScore,MonthlyDebtPayments,PaymentHistory,NetWorth,SavingsAccountBalance,BankruptcyHistory,CreditCardUtilizationRate,LoanAmount,EmploymentStatus,RiskScore
0.6059417168184833,554,779,21,42871,1330,0,0.5443162011024827,50831,Employed,66.0
0.3599418305262903,583,218,24,14927,1022,0,0.3393233644578103,20574,Employed,59.0
0.1744859793742352,565,773,24,17204,5096,0,0.2812125671226708,25772,Employed,52.0
0.0289139375684175,632,551,25,29626,1713,0,0.4264860866838111,20730,Unemployed,51.0
0.2643862577854003,486,224,25,18559,1893,0,0.4657205675553558,19874,Employed,53.0
0.1490828119399071,625,107,16,268529,30732,0,0.6499327887994678,17215,Employed,40.0
0.0648547129062934,603,287,24,10853,1693,0,0.4401301569466123,8565,Employed,49.0
0.4151642420502031,522,697,26,40795,6289,0,0.2554913677711295,53302,Employed,59.0
0.3389265048499049,465,308,32,27529,4993,0,0.088990220498669,24318,Employed,54.0
0.4149990691633353,556,421,18,15971,9137,0,0.5443134372373686,21146,Employed,60.0
0.5809129010108404,693,173,25,16140,3317,0,0.3508942184430723,35033,Employed,52.0
0.3501207052845014,640,614,23,11208,5355,0,0.2972547915833185,16651,Employed,40.0
0.3026768367604079,570,339,17,246755,984,0,0.5426585980723865,26498,Employed,58.0
0.2242165090153062,560,655,26,20166,2267,0,0.4903420754549786,14990,Employed,58.0
0.4837812429484837,534,228,24,13071,3848,0,0.5506103084707279,18536,Employed,44.0
0.1685044579092663,536,169,29,20585,27603,0,0.4204888237684173,29501,Employed,56.0
0.460212854946597,640,631,27,115970,2410,0,0.3022290963723011,25271,Employed,55.0
0.1576694973599307,661,594,25,31271,3429,0,0.0933715977719212,18713,Employed,44.0
0.3665111212815423,625,295,16,90106,2676,0,0.1357763988391637,31744,Employed,49.0
0.2183214136200801,520,1363,23,46735,22792,0,0.4211545431591409,14933,Employed,55.0
0.1218180178355819,569,452,26,30121,6352,0,0.2297278701743132,13945,Employed,52.0
0.2326572459769457,549,383,27,15694,3829,0,0.1533987051438685,17565,Employed,53.0
0.298770602759188,521,507,26,34406,1540,0,0.1178114316953855,19629,Employed,40.8
0.0844654319766952,685,516,25,135669,4390,0,0.4541150075451937,18653,Employed,41.0
0.3778781541022062,548,706,26,14573,5247,0,0.4054683564348781,17792,Employed,57.0
0.4763779321136779,494,298,30,23011,2205,0,0.2939507736690891,34607,Employed,56.0
0.4241140769158655,555,429,20,36292,1020,0,0.2557157358865976,46715,Self-Employed,59.0
0.1082064802765447,640,379,30,17261,989,0,0.0982785130908409,20634,Employed,40.0
0.0157842654785358,639,443,27,189439,1139,0,0.105299743959644,29611,Employed,32.0
0.5326206208862408,596,915,26,19955,4889,0,0.347879067622119,15251,Employed,60.0
0.4591611899963875,562,369,23,18426,15319,0,0.3341079019059334,21008,Employed,44.8
0.1530987545283389,528,369,26,36901,11213,0,0.4972321447428101,27770,Employed,53.0
0.5674345330236661,649,405,17,18686,7413,0,0.4196600720118661,14464,Employed,44.8
0.3109497111859709,600,379,26,10303,6826,0,0.3502452745477528,32047,Employed,51.0
0.6966227619646514,591,368,24,13365,4138,0,0.3268201804913673,15312,Employed,60.0
0.3197997851707695,475,488,21,94845,3756,0,0.4679944124281441,36704,Employed,54.0
0.2017141808726256,589,419,16,17882,1883,0,0.0454292431704707,33684,Employed,51.0
0.3101783772820936,599,450,26,31230,3292,0,0.2829818348459758,38476,Employed,54.0
0.1812330988436744,606,549,35,20663,5114,0,0.2962799568187853,36750,Employed,50.0
0.120569162948995,566,625,21,82802,2875,0,0.3632673241771034,57891,Employed,54.0
0.2393415713369047,582,665,27,89659,305,0,0.320953710314021,28388,Employed,51.0
0.1253392070891003,632,654,21,58952,1340,0,0.0355851664721827,10685,Employed,45.0
0.1282350310983708,628,538,16,31091,3826,0,0.1516522628452858,23492,Employed,35.2
0.3718130447609221,569,226,24,202990,2508,0,0.0194691853109792,17521,Employed,55.0
0.1352372881741028,577,289,24,37563,6826,0,0.08356911272876,11132,Employed,40.0
0.2469371220887334,545,327,17,93413,1306,0,0.1185561413257939,41747,Employed,57.0
0.4029289062796234,557,376,30,89935,4112,0,0.1491938788519053,18899,Employed,53.0
0.1038356195915284,627,285,16,13913,10199,1,0.2310490676569479,10453,Employed,59.0
0.211192005819733,630,268,24,111221,2896,1,0.3172015166539864,15956,Employed,48.8
0.2551327405628199,573,202,29,71779,2468,0,0.1054657731321131,68358,Employed,49.0
0.3241705853936125,457,338,13,11250,8267,0,0.1892620556885544,43638,Employed,55.0
0.0764170932199536,595,423,25,74313,844,0,0.170950925631362,31721,Employed,59.0
0.2354195580768005,586,352,22,172543,2084,0,0.578153196248042,30193,Employed,39.2
0.0682265679560823,621,345,25,26497,635,0,0.7500972045794134,14020,Self-Employed,53.0
0.6429114842859115,545,451,25,192070,2756,0,0.1473534119422374,13502,Employed,54.0
0.1386894741544583,625,535,16,13039,8429,0,0.140586809062174,29115,Employed,46.0
0.2662820591172792,588,451,23,38597,2773,0,0.3758177839092166,48738,Unemployed,56.0
0.1528929819967139,579,483,26,11685,946,1,0.2502876562151108,13250,Employed,62.0
0.4547876217480541,592,580,23,42182,8592,0,0.1722357628152401,20988,Self-Employed,60.0
0.5438439027724534,616,313,23,17703,4175,0,0.2377850597319696,24763,Self-Employed,46.400000000000006
0.0844893125198641,605,700,23,24948,1439,0,0.3167464948589723,17313,Unemployed,51.0
0.1009671976502303,611,312,23,107905,7183,0,0.1605606556643228,20172,Employed,44.0
0.4295189745845181,493,338,32,50824,4414,0,0.3948524549667445,13170,Employed,55.0
0.2109098103545595,554,130,17,72725,15119,0,0.2532301154008612,25703,Employed,51.0
0.5101197402310272,583,308,27,10385,2672,0,0.3001543396825517,24007,Employed,63.0
0.1246409147494177,500,208,21,82260,6622,0,0.2742157171882627,29975,Employed,55.0
0.3300701395418456,556,724,20,22200,440,0,0.32818374579288,19889,Employed,53.0
0.3103749313865407,483,619,30,11433,935,0,0.0876215043648084,31457,Employed,58.0
0.0411235022298002,491,297,23,42039,2118,0,0.4193034936250417,26091,Employed,52.0
0.1631930572521083,547,322,28,17536,4112,0,0.1201001414974857,40850,Employed,50.0
0.2252959612857612,533,193,29,196349,2463,1,0.2455972018900779,19293,Employed,60.0
0.2867788704971954,593,265,37,40561,1944,0,0.4980057827591284,35291,Employed,53.0
0.1625603029485297,636,523,29,19278,2795,0,0.2321593852666352,19690,Employed,37.6
0.4903923457473881,565,744,29,14064,5843,0,0.3122283861580475,30356,Employed,55.0
0.4460661169064853,585,380,28,73350,2184,0,0.3564385513278724,42800,Employed,54.0
0.3517637657612087,626,417,28,311405,2606,0,0.2244395197968425,39634,Employed,46.0
0.4060848981162127,539,423,29,14510,4574,0,0.1049088231950298,19891,Unemployed,57.0
0.2383873818753983,609,309,20,261108,23183,0,0.6976303152808173,16935,Unemployed,39.2
0.2409452197757541,510,458,20,157774,1941,0,0.1045842451752726,35795,Employed,48.0
0.0731269167857338,644,347,31,13571,11287,0,0.1999582457127369,17557,Self-Employed,40.0
0.2751477331648402,433,549,28,37710,1410,0,0.1102353019600387,36131,Employed,58.0
0.138712549057121,599,390,27,84392,5268,0,0.5345207445493287,12118,Employed,40.0
0.3989734050907165,556,192,23,78246,1083,0,0.2087696894457966,27913,Employed,40.8
0.0981805018893937,589,514,33,214577,7057,0,0.2072443195638705,18322,Unemployed,49.0
0.3923214127371175,567,428,20,11949,4841,0,0.2416589570243049,9576,Employed,54.0
0.4380283621885809,542,318,21,17020,9108,0,0.3515170937109916,14957,Employed,45.6
0.3125467358043581,565,394,32,12702,1025,0,0.1581768071402056,18151,Employed,57.0
0.2645219154033462,557,251,24,163205,2575,0,0.6020836425143699,57660,Employed,55.0
0.533830790124874,526,235,28,17816,1550,0,0.1145678985642604,4925,Employed,44.8
0.3254631487972845,622,330,22,114595,1817,0,0.2661419626513612,18648,Employed,50.0
0.1728927993504548,560,468,36,13645,799,0,0.3127051862790476,18500,Self-Employed,54.0
0.2557591718436217,547,493,33,28807,1628,0,0.2243586076796891,13561,Self-Employed,58.0
0.0622982327143443,575,226,25,55915,5474,0,0.2272937310859164,18141,Employed,54.0
0.3941621104590596,550,400,22,14259,2587,0,0.4179661533181256,20456,Employed,57.0
0.4003205566597887,535,232,22,319271,16295,0,0.4741252066649086,15756,Employed,53.0
0.4517690784267166,507,417,26,10413,3395,0,0.0519503194577886,26335,Employed,55.0
0.5145312071896212,593,365,26,17826,7394,0,0.4309376378522022,48575,Employed,59.0
0.275920591939269,608,435,28,34860,1557,0,0.4723044594207433,21487,Employed,51.0
0.2647372740600837,604,280,18,24797,632,0,0.2366416070669501,15626,Employed,52.0
0.4405082731610893,598,759,18,24770,4099,0,0.4055203224062984,20848,Employed,59.0
0.2344267468926398,598,1058,24,10480,6327,0,0.1670890901142925,18509,Employed,59.0
0.3192745335293708,468,355,22,222869,3235,0,0.1323158767992411,38115,Employed,51.0
0.2525683929851117,500,279,26,20872,3411,0,0.1496762380495073,17463,Employed,52.0
0.4200791040389693,474,231,20,15395,10337,0,0.1395689787021319,28105,Employed,56.0
0.1846038592103868,638,211,23,44735,2805,0,0.0977977636403698,25449,Employed,48.0
0.040052092106955,618,664,19,46949,1361,0,0.1813608297508651,23233,Employed,48.0
0.2933517158319209,614,312,20,12769,16608,0,0.1305103791714445,12480,Employed,38.400000000000006
0.1185163956399601,627,204,32,53390,21022,0,0.1398108640561108,16201,Employed,45.0
0.3546466575334394,595,224,30,531001,13966,0,0.2780794301480083,20027,Employed,35.2
0.3219613491217087,516,215,25,19206,7836,0,0.2904767064600281,12145,Employed,61.0
0.055702571038357,522,760,29,103576,2570,0,0.1181944230084788,13495,Employed,46.0
0.1598975732096684,481,820,20,66716,5635,0,0.2389452690492128,17328,Employed,50.0
0.5745329875225463,544,359,28,10315,3171,0,0.2234903905435545,26131,Employed,44.8
0.1711474009625798,510,336,28,61396,1913,0,0.0978222802668697,44538,Employed,48.0
0.5628618074696076,606,140,20,13472,672,0,0.3008139201428189,25175,Employed,54.0
0.0766100289071729,626,195,28,17025,4422,0,0.2058918636378077,23469,Employed,48.0
0.1450488235887274,538,255,19,16943,7771,0,0.3936289686917073,22808,Employed,40.0
0.2484269379843124,550,539,24,83996,3136,0,0.0939702847120139,18573,Employed,48.0
0.1319898269469777,634,1322,34,16385,11902,0,0.0851010430879872,21001,Employed,47.0
0.0858565755041685,586,582,25,64062,6287,0,0.0517968480318637,29192,Employed,50.0
0.4664155312905412,629,370,26,34775,811,0,0.1078563348020982,35351,Employed,53.0
0.0759119569402394,596,432,21,40604,9737,0,0.4792093079007562,6501,Employed,54.0
0.2844525894537457,591,424,25,31111,1963,0,0.2067364886364296,31595,Employed,57.0
0.2866921403470056,562,339,31,69150,931,0,0.2129330466332126,19009,Employed,50.0
0.059752434620293,624,369,16,46269,1524,0,0.1538007214850638,28205,Employed,46.0
0.4261051913665341,516,168,15,34136,17674,0,0.1524828518341913,26376,Employed,63.0
0.2424330026433186,563,276,21,16693,17162,0,0.1110104786409751,20622,Self-Employed,54.0
0.1476357859570542,557,326,23,108413,2098,0,0.144784319142039,28647,Employed,46.0
0.5016094799732213,496,229,24,28151,8062,0,0.064603508612861,25402,Unemployed,62.0
0.562571897924943,604,443,25,36347,4647,0,0.2638562806992647,21615,Unemployed,64.0
0.3464637081335719,515,523,18,14910,2157,0,0.1423329129232644,20854,Employed,40.8
0.3306229764614613,430,765,20,95924,4033,0,0.8533287227618173,13445,Employed,57.0
0.1954703831180499,456,324,16,12135,490,0,0.1812575132100037,22184,Self-Employed,53.0
0.2493497860313098,580,155,25,19812,1741,0,0.3451231161046467,8140,Employed,40.0
0.0730092666687594,586,890,23,468432,2750,0,0.4197485881220262,25436,Employed,34.4
0.0384775510183173,658,244,21,99154,4164,0,0.0610302548456264,32033,Employed,42.0
0.2318629328475908,552,1117,17,13845,10726,0,0.6174578307707667,10674,Employed,55.0
0.2272538272455912,516,862,25,41825,29064,0,0.1226010338588527,19179,Employed,51.0
0.4666393656603645,613,338,18,255733,1414,0,0.182934142629021,44789,Self-Employed,51.0
0.4159556673881351,516,343,21,39608,4690,0,0.2472900965126312,65605,Employed,57.0
0.7010312949330839,628,216,22,130432,5062,0,0.1737513762117344,20987,Self-Employed,56.0
0.1294161193335376,573,126,27,16940,181,0,0.3287527145935855,22725,Employed,51.0
0.261584654809292,491,521,22,14652,5376,0,0.429231396680745,21254,Employed,56.0
0.3034867633767281,619,368,33,95546,1547,0,0.1321236399556355,23748,Employed,50.0
0.2088062009582987,622,703,21,478702,488,0,0.5705784577832778,40855,Employed,45.0
0.1667106114928524,592,756,20,228484,3095,0,0.3448934325649478,22063,Self-Employed,42.400000000000006
0.3666708135937481,531,163,25,73353,7607,0,0.1124196078682059,11095,Employed,41.6
0.4829101175731514,577,411,24,408257,1378,0,0.343309379645742,25048,Employed,57.0
0.3616246056195488,644,1165,15,136208,16387,0,0.0622427223130824,18170,Unemployed,38.400000000000006
0.1066953103871536,615,241,23,35481,1633,0,0.0588668977260487,12582,Employed,37.6
0.3807068914027288,588,713,23,30044,22176,0,0.5058223985101331,12584,Employed,43.2
0.1142260177915787,548,477,22,17266,2692,0,0.2280015332994415,20847,Employed,51.0
0.2113176653943768,607,463,19,13635,13733,0,0.2302986426059916,30133,Employed,56.0
0.2748220797170901,613,386,30,16714,2680,0,0.4262276554095252,29306,Employed,52.0
0.6182124419085929,543,212,21,57561,2705,0,0.4599705117890954,40249,Employed,44.0
0.3700605543219689,622,178,28,118617,1876,1,0.2880553290314801,15086,Employed,47.2
0.3276371615233006,475,289,28,31535,2273,0,0.1965427128335999,18307,Employed,57.0
0.1406422252107191,570,227,21,81950,1759,0,0.3922823134965055,30264,Employed,56.0
0.2842373126988852,554,515,25,83417,2329,0,0.3951847721496568,31583,Employed,51.0
0.2087231104922535,630,1138,17,243170,11264,0,0.2271068250911375,16975,Employed,45.0
0.3800036039084274,604,850,25,28045,5660,0,0.3563801564677477,15623,Employed,40.0
0.1924439569102502,590,311,15,137845,586,0,0.1369275673656213,27878,Employed,46.0
0.3754590756220103,625,716,25,156771,2508,0,0.3545434339763275,34188,Unemployed,50.0
0.280428429694512,557,611,24,60180,12793,0,0.189727214681051,19559,Self-Employed,53.0
0.4213189587227116,517,448,25,12932,7528,0,0.3391122141733703,27714,Employed,56.0
0.073567442529277,490,935,27,11970,1337,0,0.3881971588233645,22057,Employed,57.0
0.1165715379186908,507,161,20,30188,1887,0,0.2177220654385306,15902,Employed,60.0
0.1667066278922014,494,286,18,181275,5584,1,0.2967413897368981,31812,Employed,44.8
0.2918863329669441,558,597,18,59137,1488,0,0.3577428702243516,19659,Employed,50.0
0.3181768940215023,552,470,18,210180,912,0,0.0763487516942946,10323,Employed,39.2
0.3124342649800561,569,288,33,17447,2959,0,0.2318581889954047,15850,Employed,55.0
0.1684102282349101,569,202,26,246875,5732,0,0.4654730551994569,7154,Employed,47.0
0.1453684590669151,523,189,31,11051,4024,0,0.3359747309392374,85134,Employed,58.0
0.3665647406296244,495,374,27,201737,2539,0,0.3451377856939026,42174,Employed,51.0
0.1746585375852555,588,572,22,14687,1968,0,0.1936485291980424,11387,Employed,38.400000000000006
0.0908208331670361,584,771,14,60720,7567,0,0.467781359447549,16400,Employed,54.0
0.0434138922351367,606,238,23,37681,1175,0,0.3907168278205878,24649,Employed,48.0
0.3444181966396732,523,349,26,38366,6459,0,0.1310788449940705,49009,Employed,54.0
0.578560559376568,482,250,26,104079,6689,0,0.1424164677532353,31638,Employed,55.0
0.426221356016795,484,500,22,65534,1909,0,0.6855590708188907,24597,Employed,56.0
0.1698200126168572,595,539,32,35640,4035,1,0.2428287444523536,16412,Employed,65.0
0.1463805648352396,643,258,20,33391,5184,0,0.6621307804411223,27976,Employed,56.0
0.2745260452118158,595,205,25,16911,2666,0,0.3428495451636681,27418,Employed,55.0
0.4244884820482684,590,970,25,14359,1240,0,0.1964539328893988,22407,Employed,42.400000000000006
0.1751618990881733,546,411,21,82981,804,0,0.0924649196934303,21166,Employed,49.0
0.6419629835559956,560,423,22,11356,1044,0,0.2634635492068608,17614,Unemployed,62.0
0.4342945483877847,601,222,20,50723,6789,0,0.2229150143948962,41916,Employed,56.0
0.4840719862559147,520,370,27,131811,766,0,0.1077509362339215,9454,Employed,40.0
0.0686478030749345,701,283,26,281404,4119,0,0.6607009782684331,25700,Self-Employed,32.0
0.2782503603998034,602,299,25,121036,1960,0,0.2463231423922502,22212,Employed,46.0
0.5215535917616885,568,249,32,24596,1052,0,0.1810523211776957,8231,Employed,44.0
0.1463909065754224,489,713,20,198003,728,0,0.1412662008427147,18230,Employed,36.0
0.342803891309519,530,282,21,17839,2549,0,0.2305237694866874,13232,Unemployed,57.0
0.1992015366945179,630,618,24,16975,10737,0,0.2222419133369342,13143,Employed,37.6
0.0705811992132596,590,218,23,36534,3226,0,0.0736100354896838,14888,Employed,40.0
0.3378126926231206,506,809,20,45477,47632,0,0.207705432949586,41049,Employed,62.0
0.4842639987581796,679,435,28,11059,18502,0,0.2668422020370468,21383,Employed,46.400000000000006
0.379336838643324,508,560,15,18678,1131,0,0.2707481816687282,31969,Employed,52.0
0.3837445248899319,580,173,25,13411,923,0,0.2649194684118216,12074,Employed,56.0
0.2813328088037929,604,552,20,66789,7216,0,0.1441797868988255,16160,Unemployed,50.0
0.4201689337557562,589,1201,27,110863,1228,0,0.2006327242408225,17806,Employed,55.0
0.1299070329324461,647,438,24,22709,1358,0,0.6266361274402837,23858,Self-Employed,52.0
0.2692062522872981,501,1445,25,18583,5404,0,0.8245052941977458,28735,Employed,60.0
0.2511648765333159,495,163,22,72763,15540,0,0.1979047568288631,25221,Employed,49.0
0.3036618092875667,620,248,24,364828,7009,0,0.1876340795581426,14709,Employed,36.8
0.4939195522268632,644,497,19,118408,3325,0,0.1828747052217557,31891,Employed,50.0
0.202265069773124,595,248,32,53478,9430,0,0.1401105850250208,16242,Employed,40.0
0.1671230643505872,603,1185,22,103374,16076,0,0.1757620803096654,25163,Self-Employed,50.0
0.3517905060092884,468,236,25,18983,2531,0,0.2820102261003757,11080,Employed,56.0
0.1507707398921565,516,585,19,190121,1198,0,0.1195663127723524,19380,Employed,52.0
0.3742313049623069,654,283,20,19269,1503,0,0.2201931800969855,28529,Employed,49.0
0.2361428644705676,565,151,25,132149,2702,0,0.2337567032708727,23187,Employed,51.0
0.2583217693446344,628,374,30,614014,1979,0,0.6331666388481374,14633,Employed,36.0
0.2333104020560812,527,338,36,11080,4168,0,0.1345337941629294,28882,Employed,50.0
0.1462803245861283,592,492,28,73511,1045,0,0.5391022131171627,14929,Self-Employed,41.6
0.419075634826043,559,614,23,50185,3970,0,0.383110979246396,9193,Employed,60.0
0.4160042085794674,610,279,22,34460,1910,0,0.5492184986194296,36921,Employed,56.0
0.0726154517146813,602,619,33,147969,3091,0,0.5208410673345556,13336,Employed,55.0
0.0326963025042307,582,412,24,15419,12089,0,0.4739124366783755,32683,Self-Employed,58.0
0.4038287073986919,640,263,22,77793,22980,0,0.2780958286898387,19565,Self-Employed,55.0
0.3913232318565839,597,285,30,507593,3141,0,0.3622481771903076,30416,Employed,50.0
0.3740286498767363,491,408,19,18894,12611,0,0.1691356598517787,14875,Employed,57.0
0.1087529162742931,588,504,23,168335,3818,0,0.0694174439449628,33774,Employed,35.2
0.1824005045704892,511,379,21,13672,706,1,0.0958277869057628,16771,Employed,63.0
0.5296889451145695,443,358,23,15231,3642,0,0.0511380187177887,19208,Employed,58.0
0.3041669865902634,622,273,28,332968,845,0,0.5875366858638017,7496,Employed,38.400000000000006
0.3019102557091388,637,415,22,52040,10783,0,0.4086997517126954,9797,Employed,39.2
0.1424529218497396,547,451,29,30444,2173,0,0.1303596456304673,32178,Employed,51.0
0.1117141646703007,609,1060,21,58872,354,0,0.1451542679660026,15783,Self-Employed,51.0
0.2648023048048223,548,248,17,11144,705,0,0.4523698293787024,8260,Employed,42.400000000000006
0.3868844390410896,599,765,26,29106,1623,0,0.7673712856700607,16122,Employed,67.0
0.2651323459527646,559,581,22,823236,387,0,0.0663743954880715,28828,Employed,45.0
0.3449038916218431,562,376,29,58790,4049,0,0.2466629848224024,12109,Employed,56.0
0.4178699164562042,584,1033,23,49490,9171,0,0.4435101876438566,36978,Employed,55.0
0.4956658800687337,523,381,25,61528,1864,0,0.1118484408672575,16724,Employed,55.0
0.3545838599683339,613,457,28,11874,3352,0,0.3564885360811959,18169,Employed,40.0
0.4180413624934343,584,333,21,17327,19381,1,0.2883282886105044,14950,Employed,68.0
0.5029597053757874,608,561,26,17810,1585,0,0.3007083894564196,8604,Employed,57.0
0.3025640392970697,615,402,32,14790,1612,0,0.4276061670997798,18857,Self-Employed,61.0
0.5937014152548397,597,256,22,18822,1797,0,0.1151075127664087,20979,Employed,58.0
0.146707307325659,507,491,25,206441,6173,0,0.22491738615609,26346,Employed,47.0
0.3764026142850308,473,891,29,94465,1240,0,0.4119203990834392,14877,Employed,55.0
0.2662430388277245,547,297,32,36107,2781,0,0.5115245599605215,9630,Employed,55.0
0.4418786715673964,605,622,28,39042,14446,0,0.472021751836197,51357,Unemployed,58.0
0.4172145858808164,579,298,22,13325,882,0,0.5523707340958214,23861,Employed,45.6
0.3338620297839501,492,491,26,12724,5840,0,0.6263985723598146,20958,Employed,57.0
0.0702025318569933,613,528,28,124663,8887,0,0.4813605304803756,36835,Employed,45.0
0.1949670858942037,589,750,20,31449,6912,0,0.2794743597506474,13368,Employed,53.0
0.1330679255898995,632,268,22,13216,8107,0,0.4567288531651329,12318,Self-Employed,42.400000000000006
0.3061493950444394,467,362,17,31598,1470,0,0.2634997925018084,29842,Employed,55.0
0.3344667159541667,507,306,27,20036,7520,0,0.6372014456893876,53387,Employed,65.0
0.4975488119288879,532,576,26,132087,1279,0,0.1070781504784549,10724,Employed,40.0
0.4331622362064352,554,556,22,11529,2798,0,0.8461183804324175,21317,Employed,65.0
0.2162922305597714,565,444,23,166234,804,0,0.0424757639215368,25633,Unemployed,54.0
0.3534907724185358,612,388,22,25770,3320,0,0.4858237513702594,26973,Employed,52.0
0.2586124766516873,566,627,17,36050,3121,0,0.2004855021855612,18421,Employed,56.0
0.3402572956093458,583,215,29,36164,12940,0,0.4856129225589727,13571,Employed,63.0
0.3720940765935514,667,432,26,68367,1035,0,0.0737733465018713,7621,Employed,53.0
0.4542918890148958,625,673,28,16472,2244,0,0.3488085778545569,58646,Employed,40.8
0.1032617365885924,589,204,29,17437,1248,0,0.3107674514506816,47709,Employed,52.0
0.3737550544688813,647,328,27,58435,1721,0,0.7230680759240481,15352,Employed,39.2
0.5335256831646642,597,322,13,10003,635,0,0.1343517175013122,21556,Self-Employed,67.0
0.0965109861374334,583,330,16,65492,901,0,0.3648525549530156,15740,Employed,48.0
0.4139476398015997,552,980,13,16855,5823,0,0.149135283086866,18373,Employed,56.0
0.2804815521289088,624,140,20,23167,720,0,0.2162529233218166,19854,Employed,50.0
0.1897235011611617,558,321,26,62501,377,0,0.2125973699922795,11616,Employed,38.400000000000006
0.460091724811264,630,529,31,492962,6469,0,0.3740209834916978,20571,Employed,36.8
0.3077138006680731,564,603,24,10478,1276,0,0.2513616043130529,22577,Employed,58.0
0.3435476822084117,604,685,32,48072,10324,1,0.264401533306124,9397,Employed,65.0
0.1142108150372485,592,197,21,22895,2654,0,0.0743223890093429,14880,Employed,53.0
0.2329839229784254,603,734,20,194240,3034,1,0.1809812367239235,10562,Employed,58.0
0.4752564514574789,581,701,26,74979,666,0,0.2653234550072879,12633,Employed,54.0
0.4068495115951028,605,273,27,23109,1627,0,0.1732943312924589,18946,Employed,40.8
0.2985198976706679,492,255,28,22658,1968,0,0.0747178539608209,19751,Employed,56.0
0.3498640863967878,579,220,24,11687,7370,0,0.4146595832607375,19826,Employed,58.0
0.2781499218799068,488,132,32,372335,3872,0,0.4621187134372732,60798,Employed,52.0
0.2010472084083309,656,1091,30,10318,3548,0,0.1192933256348341,24991,Employed,51.0
0.2305782002457818,636,415,21,12509,1625,0,0.2071615973606443,25944,Employed,38.400000000000006
0.5702781730697605,625,164,29,33140,2817,0,0.1125067459805517,22722,Employed,56.0
0.1153553530711672,617,129,29,121277,9658,0,0.1166199104834454,10421,Employed,34.4
0.2762454876964711,643,244,22,106738,4857,0,0.3434137273552043,20157,Employed,36.0
0.5250147143188723,568,320,28,18680,2844,0,0.212661745153251,21498,Employed,59.0
0.2117753189954426,589,574,32,98095,1671,0,0.1513356152128173,31023,Employed,50.0
0.4514855278267823,616,674,25,12946,7195,0,0.2335718062233945,12327,Employed,53.0
0.3255502567668192,629,462,33,116838,3538,0,0.344260055482286,16161,Employed,49.0
0.3065671820496328,498,415,23,17020,4578,0,0.3158297529713231,12467,Employed,55.0
0.0914818176424252,609,463,16,13051,3894,0,0.2830175005008486,15370,Employed,51.0
0.2205270745717522,515,747,19,51684,6889,0,0.2511727642488397,18514,Self-Employed,53.0
0.1796544460547456,531,418,18,18884,612,0,0.4436571846407368,11801,Employed,53.0
0.262844774436129,503,513,26,11997,3154,0,0.3060886903896527,32467,Employed,57.0
0.745999475502005,451,226,19,62895,1247,0,0.2765015396362125,13114,Employed,61.0
0.1564911392116417,572,443,26,11104,1660,0,0.2538496990491737,30322,Employed,52.0
0.2458979555607644,569,312,21,89351,1233,0,0.2594817201402971,17188,Employed,39.2
0.4906677798585935,519,486,27,25947,4411,0,0.2171948398132477,16990,Employed,59.0
0.1037629455778457,562,336,22,41180,12763,0,0.2600115962957134,33000,Employed,50.0
0.1861111245895009,596,484,15,17393,11356,0,0.1203000566943123,29613,Employed,48.0
0.1966663071406832,565,271,16,112340,6370,0,0.3775480712029124,27170,Employed,47.0
0.7155729971227319,620,242,22,10442,15100,0,0.2489374712386826,9117,Employed,44.0
0.4099395304583649,601,266,17,12204,2977,0,0.266442812501353,39926,Employed,53.0
0.3473445189398513,528,273,26,125117,1155,0,0.2765405025093971,45147,Employed,52.0
0.1176998132129489,539,467,25,17585,2496,0,0.0154141866880491,18995,Employed,55.0
0.2114011993470897,557,589,23,64622,4691,0,0.2325349980385634,13381,Employed,56.0
0.2755638661165617,640,431,20,29885,9183,0,0.525379076791145,11822,Employed,39.2
0.2522149533797495,559,427,28,178843,10931,0,0.0690739855741632,18626,Employed,49.0
0.2368995837560683,608,427,22,18011,520,0,0.2000052168233299,12538,Employed,39.2
0.0850560227725598,608,693,17,43373,381,0,0.1461093548791751,19376,Employed,35.2
0.7081291961346514,528,237,26,16788,2305,0,0.1474516053142274,16380,Employed,58.0
0.2465382594582379,606,454,22,82026,7774,0,0.8019805708279816,11091,Self-Employed,57.0
0.3053380229242482,559,438,25,51068,1913,0,0.2767323433633107,15444,Employed,52.0
0.3290436991433045,590,626,26,11151,1830,0,0.2838963924028446,22600,Employed,55.0
0.3917107601749421,592,271,28,12939,1671,0,0.1785315717841181,13715,Employed,41.6
0.0975862398680607,433,890,16,17042,1946,0,0.1516360369574322,18151,Unemployed,53.0
0.128018006285836,650,382,22,15208,4443,0,0.1991819458445015,33855,Employed,45.0
0.3089246937693732,510,219,28,24858,417,1,0.3479008531773392,14867,Employed,68.0
0.1691238140094802,646,311,22,653340,7904,0,0.2416876878665,13611,Employed,36.8
0.4057857020542193,521,574,24,12406,6202,0,0.1236654453135808,23002,Employed,56.0
0.568044947645984,621,365,24,15445,681,1,0.3103479870557469,38727,Employed,67.0
0.101988775211693,590,282,25,39347,3913,0,0.5233872942337701,26894,Employed,57.0
0.4461586092646062,517,800,34,44714,4315,0,0.5782890488400902,15485,Employed,68.0
0.2740857486695958,576,533,22,10907,1079,0,0.08979045211669,15459,Employed,42.400000000000006
0.1107275763338548,523,359,16,41082,1770,1,0.5062674811669876,16973,Employed,65.0
