ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2025-06-18,32,17758,554,Employed,Bachelor,10,15683,48,Single,4,Mortgage,223,0.42763998212053556,4,0,0.36399525763467194,0,Other,0,24,7,1126,324,33092,82001,1479.8333333333333,0.8767531887958546,3,16735,0.233683,0.2426197373825376,513.5685803432737,0.4977375247279696,0,58.0
2025-06-19,40,61486,487,Employed,Master,12,21929,36,Married,1,Rent,549,0.14543724706763358,3,0,0.10119678858358905,0,Other,0,19,15,7888,209,8499,277953,5123.833333333333,0.9500479661408893,5,17815,0.263429,0.23828279548146125,858.3612875219659,0.2746696069066713,0,49.0
2025-06-20,29,62072,616,Self-Employed,Bachelor,9,21753,84,Married,3,Other,454,0.46497031940574124,4,0,0.40144780391881574,0,Auto,0,21,10,985,2288,58636,11008,5172.666666666667,0.9264915405955306,2,47628,0.23875300000000002,0.21579835862299387,503.9551256118662,0.18519560361100645,0,57.0
2025-06-21,35,36971,571,Employed,Master,13,30956,24,Married,5,Mortgage,379,0.3047055292854065,1,3,0.18484101419740492,0,Home,1,21,2,11198,1313,35416,1302,3080.9166666666665,0.7251828672616051,2,34114,0.220456,0.2324239868651446,1624.9958402074233,0.6504544124445939,0,61.0
2025-06-22,52,54267,654,Employed,Bachelor,32,34681,60,Married,0,Mortgage,447,0.2474398102244545,2,2,0.2794387042980093,0,Debt Consolidation,0,25,26,4671,1597,16697,17766,4522.25,0.8237728495095508,8,12394,0.212681,0.2037091231750054,926.0065287714497,0.30361137238574815,0,46.0
2025-06-23,33,129171,544,Self-Employed,Master,9,18220,36,Divorced,0,Own,371,0.5494274853784681,2,1,0.24894799317169453,0,Debt Consolidation,0,19,7,10561,2958,90102,26173,10764.25,0.811420252352112,8,63929,0.23122,0.2209222715044625,696.699668649709,0.0991894157651215,1,42.400000000000006
2025-06-24,50,22402,544,Employed,High School,24,39980,48,Divorced,1,Mortgage,500,0.21586933134235659,6,0,0.3502104268684825,0,Debt Consolidation,0,23,15,3306,469,100430,12077,1866.8333333333333,0.6373319089696918,5,88353,0.26298,0.2768512663887711,1386.1949975694577,1.010371394109164,0,54.0
2025-06-25,26,15000,606,Employed,Master,0,16768,36,Married,0,Own,576,0.4048113060612142,2,1,0.15427112032876544,0,Debt Consolidation,0,26,11,4187,1046,91056,30405,1250.0,0.8911953001802296,7,60651,0.198768,0.1895154315359713,614.2374114857146,0.9521899291885717,0,48.0
2025-06-26,46,89588,574,Employed,Bachelor,21,38493,60,Widowed,2,Mortgage,333,0.49183511031066335,1,1,0.33530307179346364,0,Education,0,27,16,1194,215,65543,9897,7465.666666666667,0.7679506106842277,1,55646,0.256493,0.2545491289764998,1140.1095517644255,0.19731788432795805,0,52.0
2025-06-27,57,54352,568,Employed,High School,35,15855,120,Married,2,Mortgage,320,0.348266299525729,2,3,0.5574599087879828,0,Other,0,24,7,1338,1670,9855,17173,4529.333333333333,0.9138026346110908,6,15339,0.28685499999999997,0.25971615842301665,371.606578810291,0.15269500562488028,0,59.0
2025-06-28,18,23842,485,Employed,High School,0,12497,72,Married,0,Rent,303,0.31042292823462664,3,0,0.4954937014112787,0,Other,0,27,13,2278,4986,194527,30402,1986.8333333333333,0.666917944241288,4,164125,0.284997,0.2663673936721203,349.2929823093432,0.3283078511749064,0,54.0
2025-06-29,30,78736,595,Employed,Master,11,18980,60,Single,2,Rent,283,0.44315867867353337,1,2,0.1621165722505429,1,Education,0,19,17,4557,680,39161,24989,6561.333333333333,0.565573522598467,11,14172,0.22648000000000001,0.2692068178131661,578.6610558656124,0.13132407882528133,0,63.0
2025-06-30,46,64498,594,Employed,High School,19,19471,72,Single,0,Rent,258,0.12558205675672288,3,3,0.21673391860802022,0,Home,0,23,15,4072,579,133928,6704,5374.833333333333,0.8201028024056533,5,127224,0.237471,0.23161065798986372,502.73919347279997,0.14153726195655061,0,47.0
2025-07-01,37,15000,608,Employed,Associate,14,13461,72,Single,0,Mortgage,393,0.2443960545100507,4,0,0.49956406765740485,1,Auto,0,26,29,1129,2761,16482,18155,1250.0,0.9000479246391521,7,15126,0.224461,0.2346290926914864,350.0095123682108,0.5944076098945686,0,67.0
2025-07-02,44,34138,631,Employed,Associate,22,18221,48,Married,2,Mortgage,344,0.4652113293583498,3,2,0.34728351856984374,0,Home,0,26,27,3255,443,186305,11378,2844.8333333333335,0.85816705609164,3,174927,0.197721,0.20818272463407794,562.4464412853335,0.3186290144538052,0,49.0
2025-07-03,32,177472,465,Employed,Bachelor,7,16797,60,Married,0,Mortgage,394,0.7877790658385763,4,4,0.3124545155116028,0,Home,1,20,28,1378,1212,62506,59231,14789.333333333334,0.6592506401579616,7,12106,0.289297,0.31828626034079394,562.4566716831706,0.06467206128402253,1,48.0
2025-07-04,41,87665,508,Employed,Master,20,22056,84,Married,1,Mortgage,495,0.18389328482362163,2,2,0.09728425197740426,0,Home,0,22,17,1415,705,19892,57478,7305.416666666667,0.9050163826927814,5,11156,0.293056,0.29940558997344113,629.7653773525252,0.15396320684686365,1,38.400000000000006
2025-07-05,38,79740,480,Employed,Associate,15,28961,60,Single,2,Mortgage,467,0.6673994408219724,0,1,0.12697320816487115,0,Home,0,26,2,412,1078,23622,119534,6645.0,0.6424514273704982,4,11040,0.293961,0.2980807095882207,933.5753689552739,0.2107713121076409,0,56.0
2025-07-06,54,110128,622,Employed,Associate,32,21140,24,Married,0,Own,771,0.16071630713348636,1,1,0.42143393622356,0,Home,0,23,26,14374,319,26039,16302,9177.333333333334,0.5537366044264707,5,14954,0.18514,0.20228707497000606,1078.3006645806183,0.20150740933248054,1,40.800000000000004
2025-07-07,43,61746,595,Employed,Doctorate,19,13806,72,Married,0,Mortgage,412,0.12570697392089206,4,1,0.1703720686398519,0,Debt Consolidation,0,26,14,4586,169,12084,27197,5145.5,0.8563308080700002,9,16204,0.231306,0.1940563842467991,325.95350046691004,0.14341725788881743,1,39.2
2025-07-08,44,71336,528,Employed,Bachelor,22,18361,12,Married,2,Mortgage,357,0.2622836042348237,4,1,0.5725897531071508,1,Auto,0,24,23,10151,1290,11567,31130,5944.666666666667,0.7772570582329876,1,14927,0.219361,0.2632332,1756.9188428635077,0.3555992221930315,0,70.0
2025-07-09,35,89774,633,Employed,Master,15,36156,72,Married,1,Rent,419,0.30522576216759645,1,2,0.09063599861837203,0,Home,0,37,1,646,240,31445,109388,7481.166666666667,0.5861836852158946,4,14152,0.234656,0.2263985957774553,922.2430117198467,0.17928260009176553,0,50.0
2025-07-10,34,54265,543,Employed,Associate,11,15812,72,Married,2,Rent,557,0.18626840028132488,2,0,0.5103391078635889,0,Debt Consolidation,0,23,8,1781,1572,104633,106007,4522.083333333333,0.9347946791960019,2,18166,0.259312,0.2881448160930466,463.6723435752694,0.22570843311348446,0,58.0
2025-07-11,34,31265,570,Employed,High School,9,13620,72,Single,3,Other,1116,0.3944364979566081,1,0,0.30448328097718275,0,Auto,0,35,3,1282,2246,63457,12995,2605.4166666666665,0.677397931102406,7,50462,0.24362,0.21496733607256996,338.1610516789479,0.558129941472809,0,56.0
2025-07-12,44,59220,642,Employed,Associate,22,10210,12,Single,0,Mortgage,476,0.3493920210459258,7,0,0.3759419605612436,0,Auto,1,31,12,2248,165,79034,8711,4935.0,0.7516090922198497,6,70323,0.15421,0.16365168277578046,928.1273158471826,0.28452427879375536,1,44.0
2025-07-13,34,37146,579,Employed,Bachelor,10,15644,108,Married,0,Other,442,0.21677948283960669,1,1,0.20159296894848946,1,Home,0,32,19,5980,1284,148493,1531,3095.5,0.6163179554133144,5,146962,0.271144,0.29803682300375667,418.0923076299858,0.2778524657179731,0,61.0
2025-07-14,43,42912,557,Employed,High School,23,33277,60,Single,2,Mortgage,681,0.005816663705512488,2,1,0.3179239896947201,0,Auto,0,18,16,2523,1429,49428,25388,3576.0,0.9533512205991612,7,24040,0.259777,0.26886768396032545,1013.8731994991789,0.473957829837578,0,54.0
2025-07-15,64,24533,543,Employed,High School,42,15285,72,Single,3,Own,319,0.34749261316401875,3,5,0.3283634466854351,0,Home,0,23,17,2098,918,157743,35359,2044.4166666666667,0.7225005245505027,2,122384,0.258785,0.22236880601668782,386.20496003633593,0.3449418954239608,0,52.0
2025-07-16,50,27113,522,Employed,High School,29,21630,60,Married,1,Own,384,0.17600774948712966,4,0,0.40871646269163014,0,Home,0,24,7,6481,2633,172228,12161,2259.4166666666665,0.7903711201685176,4,160067,0.26563000000000003,0.2757132848012927,667.8851121022909,0.46555605595941024,0,54.0
2025-07-17,36,33245,607,Employed,Associate,12,17240,36,Single,1,Mortgage,470,0.3331249918642785,3,3,0.1975416924266254,0,Education,0,21,12,3065,787,199018,9508,2770.4166666666665,0.8844467251951426,5,189510,0.19874,0.23007067017561503,667.4191022633545,0.4105588577879457,0,44.0
2025-07-18,54,32878,575,Employed,Master,31,16734,36,Married,2,Mortgage,270,0.3223922781115865,3,2,0.19100234558831297,0,Auto,0,21,13,1507,314,55058,92910,2739.8333333333335,0.8093495245715672,7,16253,0.214234,0.23984321649597418,656.3848088868779,0.3381172123195612,0,51.0
2025-07-19,35,24970,591,Employed,High School,11,42477,24,Single,2,Own,204,0.04616655857882808,4,0,0.3874763754663949,0,Home,0,18,11,7196,344,14635,14235,2080.8333333333335,0.8399656236639831,5,11193,0.221977,0.21649298918138665,2196.2788588766343,1.1535180739495239,0,55.0
2025-07-20,18,42194,520,Employed,Bachelor,0,20444,48,Married,1,Own,549,0.26003793491346266,2,1,0.22993382029138246,0,Home,0,23,13,4037,1453,20798,23203,3516.1666666666665,0.9052001856255989,5,19223,0.255444,0.24490498057642202,672.0677207305702,0.34727242377510653,0,53.0
2025-07-21,27,64342,499,Employed,Master,3,11762,24,Married,3,Rent,247,0.43240971577930415,6,2,0.4260239076438339,0,Education,0,15,21,615,1903,50199,73358,5361.833333333333,0.954867565833818,6,10137,0.23726199999999997,0.22833692114865817,615.0440982611365,0.1607741316579161,1,45.6
2025-07-22,18,67784,427,Employed,High School,0,10263,60,Married,0,Own,656,0.1400643687722967,1,0,0.4105995294727129,0,Home,0,21,26,7127,6314,52771,2273,5648.666666666667,0.8067812560334586,5,50498,0.301763,0.3093834373513142,337.98240437893406,0.1759676155515639,0,53.0
2025-07-23,35,34022,619,Employed,Bachelor,14,12978,60,Married,2,Mortgage,335,0.5013458644638218,3,1,0.16841381529819702,0,Other,0,17,10,9765,587,28247,125130,2835.1666666666665,0.5384227093717998,5,11342,0.208478,0.1667824,320.2956792861264,0.23113127245410373,1,39.2
2025-07-24,40,117686,640,Employed,Doctorate,18,12254,48,Married,2,Mortgage,371,0.5777313462402225,0,2,0.09069892542788106,0,Education,0,20,29,1655,2043,89769,9575,9807.166666666666,0.9169542152632465,6,80194,0.187254,0.16460816789124494,350.1806453484416,0.07353608538127986,1,36.0
2025-07-25,60,124776,534,Employed,Doctorate,39,33881,36,Single,4,Mortgage,166,0.29799633025446637,3,1,0.06370190351338927,0,Home,0,33,21,3121,1710,33101,9341,10398.0,0.9063625702283041,4,23760,0.251881,0.3022572,1442.4938223604333,0.1546926161146791,1,38.400000000000006
2025-07-26,43,59842,529,Employed,High School,21,19849,48,Single,4,Own,497,0.3223097955696338,4,0,0.23505428962906674,1,Debt Consolidation,1,23,13,290,1096,130098,16660,4986.833333333333,0.8031131896056383,5,113438,0.250349,0.24300651687027455,650.417371363643,0.23008937629697732,0,66.0
2025-07-27,37,45121,613,Employed,High School,15,22761,84,Married,1,Own,517,0.3931521078348928,4,0,0.1260169075874923,0,Debt Consolidation,0,27,7,500,350,19131,68719,3760.0833333333335,0.7494260388674789,3,17232,0.241261,0.20588297855813026,513.528751133382,0.27407072125175824,0,49.0
2025-07-28,49,54663,603,Employed,High School,28,19430,48,Married,1,Own,524,0.49893069231034887,3,2,0.38171306651121384,0,Education,0,16,14,2365,523,44128,49385,4555.25,0.8922784023968952,5,12397,0.21293,0.23631731507794998,629.5043758771945,0.25322526225282793,0,52.0
2025-07-29,18,104034,597,Employed,Bachelor,0,19912,36,Married,1,Rent,600,0.23172396456359035,0,0,0.3301972423335656,1,Debt Consolidation,0,23,14,6586,1199,125774,33634,8669.5,0.85032663925631,6,92140,0.206412,0.2476944,789.271601326396,0.16024818055555637,0,63.0
2025-07-30,42,114554,557,Employed,Bachelor,21,35276,60,Divorced,2,Own,167,0.14074253821184401,3,0,0.16359577018836421,1,Other,0,23,13,1425,754,139986,14755,9546.166666666666,0.6618692601277495,9,125231,0.261776,0.2957542026567615,1132.1158650154862,0.1360876999509911,0,56.0
2025-07-31,49,146426,592,Employed,Bachelor,26,36607,60,Married,0,Other,215,0.14785012365263514,4,1,0.1764248118127544,0,Home,0,21,8,1758,200,45445,69914,12202.166666666666,0.7870563168771674,2,19415,0.24560700000000002,0.25642440677791495,1088.2951618333916,0.10680850355811604,1,38.400000000000006
2025-08-01,22,47069,480,Employed,Associate,2,53875,24,Married,0,Mortgage,208,0.279283972126885,3,0,0.11889887892388544,0,Debt Consolidation,0,15,12,5388,1312,96032,9490,3922.4166666666665,0.8433592986504505,5,86542,0.288875,0.23328162050961332,2830.3970200355416,0.774623727727942,0,49.0
2025-08-02,53,77082,623,Employed,High School,30,14198,36,Married,4,Own,329,0.14255050802420455,3,1,0.08681118673213796,0,Auto,0,19,16,8935,2262,86546,164261,6423.5,0.5918869319412144,7,18423,0.187698,0.20112923666130667,528.4658306302442,0.1334888815490378,0,46.0
2025-08-03,44,102774,591,Employed,Bachelor,18,18116,48,Widowed,0,Own,259,0.5100340208200854,2,2,0.27456964533932093,0,Auto,0,26,29,7849,2170,10019,65357,8564.5,0.7505561790149823,6,12623,0.217616,0.20823017582520822,559.2514560270744,0.09553989795400483,1,41.6
2025-08-04,35,32016,594,Employed,Associate,10,24281,48,Married,0,Rent,478,0.4981438965009648,2,0,0.1851382993611838,0,Education,0,27,8,6968,379,69411,34569,2668.0,0.7373650389757389,5,34842,0.222281,0.21423312585053159,757.417426543968,0.46305000994901346,0,53.0
2025-08-05,47,41679,612,Employed,Bachelor,21,48369,36,Divorced,4,Mortgage,399,0.31761268313385277,0,0,0.2859757092386522,0,Auto,0,18,2,1016,4944,19301,4817,3473.25,0.7765600154663889,7,14484,0.227369,0.1919367104757356,1777.7548719141519,0.626719894022645,0,54.0
2025-08-06,67,48418,624,Employed,Associate,44,15563,48,Single,0,Mortgage,502,0.116939549644894,4,1,0.4280813368459213,0,Home,0,29,21,1375,292,133506,17282,4034.8333333333335,0.9316765332588174,2,116224,0.19856300000000002,0.17638478192595042,454.2283508613371,0.23699327131100095,1,39.2
2025-08-07,42,92178,636,Employed,Associate,17,35341,36,Single,0,Mortgage,519,0.3631774118701896,1,1,0.28814864766849074,0,Home,0,22,5,2081,1063,381352,53331,7681.5,0.8743694425566299,4,328021,0.20234100000000002,0.21850558554593985,1346.9581044484719,0.24291585034804034,1,35.2
2025-08-08,42,73859,618,Self-Employed,High School,21,16238,36,Single,4,Other,147,0.45735865001008025,2,0,0.47402823211761874,0,Debt Consolidation,0,26,4,1037,890,136598,28982,6154.916666666667,0.811380371019976,6,107616,0.19223800000000002,0.20228936311187562,605.3580836253992,0.12223692445747696,1,44.800000000000004
2025-08-09,34,31958,565,Employed,High School,13,35840,72,Married,1,Own,619,0.25562054317964017,2,2,0.4661679884763086,0,Home,0,27,12,2850,2933,628399,95817,2663.1666666666665,0.753177368324054,1,532582,0.26833999999999997,0.28272175978900566,1038.614792228727,0.6224224765862922,0,49.0
2025-08-10,29,15628,542,Employed,High School,11,23076,48,Married,1,Own,331,0.3792221822646089,3,2,0.46991928915090164,0,Auto,1,32,3,1929,2336,43501,34961,1302.3333333333333,0.7566582484236474,5,16559,0.247076,0.22724475665353397,736.1406571074594,0.819406698572403,0,67.0
2025-08-11,49,48042,557,Employed,High School,24,13077,84,Married,2,Own,640,0.2503016081702114,2,0,0.23728871301649357,0,Home,0,15,16,1800,1048,41494,16990,4003.5,0.6780642656317432,6,24504,0.259577,0.25628061224169785,336.26958738638876,0.243854024575094,0,53.0
2025-08-12,29,22070,564,Employed,Associate,3,20764,96,Single,3,Own,189,0.12239454073468858,5,1,0.37443381176048934,0,Auto,0,34,29,2759,2149,101719,13498,1839.1666666666667,0.7324049760834513,10,88221,0.273764,0.27235601321241903,533.0843856628909,0.3926149808769683,0,53.0
2025-08-13,40,17284,541,Employed,High School,19,29941,96,Married,0,Mortgage,538,0.21037256875272609,5,0,0.2141201974554742,0,Home,0,26,10,950,8943,238903,57264,1440.3333333333333,0.9593315979904762,4,181639,0.294441,0.2663933316879921,756.6010635853647,0.8988204560879645,0,50.0
2025-08-14,34,22351,582,Employed,High School,12,5217,36,Divorced,0,Rent,420,0.2352731862739813,2,1,0.3010644822554642,0,Other,0,24,24,13422,633,347086,46532,1862.5833333333333,0.8343130421769012,6,300554,0.199217,0.2232093949573776,200.10682448339958,0.33292836534386805,0,50.0
2025-08-15,45,61347,570,Employed,Bachelor,24,34716,48,Single,2,Rent,869,0.398998888382177,5,3,0.12320072010948427,0,Other,0,18,20,3428,885,318378,32153,5112.25,0.6608976172370874,6,286225,0.24471600000000002,0.24228804226409953,1136.2010626695808,0.3922345469547813,0,44.0
2025-08-16,44,127525,558,Employed,Associate,21,10585,48,Single,1,Mortgage,437,0.26112634238189175,7,1,0.3518164184310964,0,Home,0,28,16,7141,2050,128985,1268,10627.083333333334,0.8468359435842968,7,127717,0.226585,0.22408400612899185,335.8431441510523,0.07272391868114195,1,38.400000000000006
2025-08-17,52,61460,611,Employed,Bachelor,27,19747,84,Married,0,Mortgage,640,0.37265095628796024,4,0,0.4150426238596463,0,Education,0,21,29,3460,1216,247851,37860,5121.666666666667,0.7469250203091089,16,209991,0.239247,0.2199930066268871,462.583587693722,0.21527827940651909,1,39.2
2025-08-18,33,58632,584,Self-Employed,Bachelor,14,20857,60,Single,1,Rent,175,0.5774371890110965,3,2,0.4984033419053838,1,Debt Consolidation,0,26,22,1070,966,76535,9650,4886.0,0.9120517345724006,5,66885,0.23385699999999998,0.25959291849140104,623.965815936835,0.1635214522998025,0,70.0
2025-08-19,36,107626,555,Employed,Bachelor,13,5631,36,Married,4,Rent,406,0.327113477923538,4,2,0.38205607361365,0,Auto,0,20,10,10197,2090,368507,15435,8968.833333333334,0.7139776950511885,7,353072,0.213131,0.19124777302649754,206.76546437803626,0.06832164693044836,1,37.6
2025-08-20,28,21363,604,Self-Employed,Doctorate,6,16199,48,Married,0,Rent,272,0.1331552350812982,1,0,0.19822475678074214,0,Home,0,24,23,5330,1112,12408,6420,1780.25,0.8546028768206329,3,15018,0.209199,0.20289378130201757,495.4424360329175,0.4310868900620236,0,51.0
2025-08-21,34,62158,560,Employed,High School,11,27143,12,Married,0,Mortgage,338,0.45632671549091686,7,1,0.49075250708449264,0,Home,0,20,3,2619,1449,182685,103383,5179.833333333333,0.9832673538778739,9,79302,0.212143,0.21512125190447537,2534.0633447786754,0.5544702232591799,0,58.0
2025-08-22,44,55333,589,Employed,Bachelor,21,55907,72,Single,0,Rent,385,0.3917011489458053,9,2,0.13701366362515183,0,Debt Consolidation,0,21,12,2274,3616,128753,17458,4611.083333333333,0.6794768261510991,5,111295,0.276407,0.23340430406782586,1449.5501874386969,0.3978566542436586,0,46.0
2025-08-23,49,75587,651,Employed,Doctorate,27,33232,60,Single,2,Own,273,0.19107891175636,3,1,0.08173963322914761,0,Debt Consolidation,0,24,4,3193,919,18202,34439,6298.916666666667,0.9581961709221561,6,15865,0.21273199999999998,0.20058645168261696,881.5294905003049,0.1832901674362477,1,36.800000000000004
2025-08-24,28,38551,559,Employed,Master,6,34637,60,Married,0,Mortgage,549,0.48286288382008474,4,0,0.26003150775861766,0,Education,0,30,24,1291,1678,50075,44445,3212.5833333333335,0.8426847788063503,8,15971,0.260137,0.27753359750320117,1073.3034942649626,0.5049840972005798,0,54.0
2025-08-25,50,30686,601,Employed,High School,28,7485,36,Single,1,Own,632,0.22312428641128074,5,1,0.03675404793457055,0,Education,0,27,10,4205,3835,102760,14561,2557.1666666666665,0.8121404020851751,5,88199,0.191985,0.22759570187596936,288.8051358818043,0.3600880411452015,0,46.0
2025-08-26,56,55710,623,Employed,Associate,32,18945,60,Single,3,Rent,248,0.32839207374061113,4,0,0.25518485093341137,0,Other,0,29,23,3686,1027,6528,9391,4642.5,0.7687068644111613,11,14247,0.212445,0.254934,561.5542245236221,0.17437893904655297,0,49.0
2025-08-27,44,119692,530,Employed,High School,21,54710,48,Single,0,Rent,453,0.3063815932431114,2,1,0.6544511757928845,0,Debt Consolidation,0,18,2,815,732,11768,16662,9974.333333333334,0.7220458123669047,4,18678,0.28471,0.255604614743632,1831.170383895745,0.22900481742095494,0,61.0
2025-08-28,62,95313,554,Employed,Bachelor,39,36284,60,Married,1,Own,158,0.22754616057193994,3,1,0.5434679711140411,0,Home,0,20,29,2541,544,14856,26677,7942.75,0.9316052946410114,2,12926,0.26428399999999996,0.2710138761232066,1110.1436189712672,0.1596605229890488,0,57.0
2025-08-29,30,30478,462,Employed,Bachelor,10,17048,72,Married,1,Other,650,0.5733173118871755,2,0,0.18956222506204523,0,Education,0,26,27,1471,791,17303,77236,2539.8333333333335,0.5727760644285956,0,11839,0.301048,0.32922045218416823,545.4102906524156,0.47066485621855064,0,52.0
2025-08-30,25,15550,577,Employed,Associate,3,23322,72,Married,1,Mortgage,418,0.2711819923844489,1,1,0.30020033845746996,0,Debt Consolidation,0,19,9,1978,11897,234206,15885,1295.8333333333333,0.8480318136681284,2,218321,0.24982200000000002,0.25053173422145036,628.9900167544954,0.8079665724150448,0,53.0
2025-08-31,18,15000,550,Self-Employed,Bachelor,0,35950,48,Single,2,Own,384,0.19196971231363436,3,3,0.09377872978408575,1,Home,0,18,9,2743,11046,27972,11905,1250.0,0.7490581562542911,4,16067,0.25595,0.2743332959423696,1241.3053539637224,1.300244283170978,0,67.0
2025-09-01,57,137229,615,Self-Employed,Bachelor,34,35495,84,Divorced,0,Mortgage,915,0.1613404527978713,0,2,0.3512893492614736,0,Debt Consolidation,0,32,2,3692,6058,365587,17662,11435.75,0.9434582329306794,4,347925,0.25299499999999997,0.20349892678678255,795.7041642624398,0.14959265148874712,1,39.2
2025-09-02,47,20803,545,Employed,Associate,23,20677,48,Single,3,Rent,471,0.1946283775615742,4,0,0.22016459807043906,0,Debt Consolidation,0,23,13,1269,2473,106688,45719,1733.5833333333333,0.9733739716449517,1,60969,0.243177,0.23004058193992521,662.774251749527,0.6540062020378948,0,51.0
2025-09-03,39,40957,493,Employed,Master,13,19489,48,Married,3,Rent,1599,0.2785875981251842,4,0,0.5683808009892517,0,Home,0,19,3,1540,477,28957,14067,3413.0833333333335,0.8696362078679969,7,14890,0.267989,0.2251885298055074,619.5247913755782,0.6500060428377796,0,62.0
2025-09-04,43,104915,563,Employed,Bachelor,18,27471,60,Married,1,Rent,233,0.21470286504075825,5,0,0.08174046058266235,0,Other,0,21,4,11272,1292,67966,21538,8742.916666666666,0.7475317847818598,0,46428,0.250971,0.23074833924341928,775.6020034182277,0.11536218882923065,1,41.6
2025-09-05,26,15000,565,Employed,High School,3,35864,48,Single,3,Mortgage,246,0.4882634046160509,4,0,0.047671699886368324,0,Auto,0,28,1,834,2037,12158,9248,1250.0,0.9766905913527428,3,11274,0.248364,0.1986912,1088.855204333696,1.067884163466957,0,57.0
2025-09-06,69,128587,629,Employed,Bachelor,48,18102,48,Married,1,Own,610,0.3291915500459849,6,3,0.1865376531175593,1,Auto,0,26,25,1086,2235,24424,18422,10715.583333333334,0.910167690788479,7,11627,0.19860200000000003,0.16587661800452908,518.480290589316,0.1053120726595363,1,45.6
2025-09-07,41,39911,539,Employed,High School,23,8734,24,Divorced,2,Mortgage,354,0.15414209249470295,5,1,0.024221321574253888,0,Home,0,23,5,1776,805,84466,12424,3325.9166666666665,0.940761262382474,7,72042,0.21423399999999998,0.21081722192929375,449.15293640375455,0.24148318099884883,0,50.0
2025-09-08,41,22718,506,Employed,Bachelor,19,21161,60,Single,1,Mortgage,712,0.6907629958277223,4,1,0.6151749671772103,0,Debt Consolidation,0,19,18,818,666,197294,24227,1893.1666666666667,0.8853827662814254,7,173067,0.273161,0.27484605182458366,652.301171625515,0.7206450417953244,0,58.0
2025-09-09,48,61478,642,Self-Employed,Doctorate,26,11713,36,Married,0,Rent,244,0.3349261794606739,5,0,0.4031173077355367,0,Home,0,26,3,1981,5209,14226,22642,5123.166666666667,0.7871486416114052,8,12836,0.175713,0.20304658961931868,437.1174131849048,0.13294851748948985,1,47.2
2025-09-10,45,35012,507,Employed,Master,22,57912,24,Single,0,Mortgage,735,0.474134785222343,5,1,0.2814128983674934,0,Other,0,24,6,2942,1136,21584,182461,2917.6666666666665,0.8242048420096126,5,13093,0.27941200000000005,0.29568919783088987,3225.186614642541,1.3573129034534015,0,56.0
2025-09-11,42,61853,476,Self-Employed,Associate,20,13675,36,Single,1,Other,390,0.7161192152600248,2,0,0.7692064131274834,0,Auto,0,31,23,1877,1069,44650,10981,5154.416666666667,0.9398814158435982,5,33669,0.260675,0.21747090361810695,520.4669385335628,0.17663821095828422,1,50.400000000000006
2025-09-12,30,26594,583,Employed,High School,8,20766,60,Single,5,Mortgage,409,0.3895473717601726,2,1,0.49267028388577216,0,Other,0,26,12,376,967,474457,3597,2216.1666666666665,0.9007934002645875,9,470860,0.23426600000000003,0.21595951946023068,568.7739829145534,0.4412005638480349,0,52.0
2025-09-13,45,15000,592,Employed,High School,26,15442,24,Married,0,Mortgage,216,0.06314518722588565,2,0,0.265238368259412,1,Debt Consolidation,0,31,15,6880,1677,108303,32005,1250.0,0.9244827837398965,3,76298,0.194442,0.2225468694791376,803.0459572592633,0.8152367658074107,0,63.0
2025-09-14,62,54028,640,Employed,Bachelor,41,17000,120,Single,3,Mortgage,722,0.16825747302315439,5,0,0.2215522968121427,0,Education,0,24,26,1756,1749,59977,40460,4502.333333333333,0.543258934765374,5,19517,0.252,0.24592025971037385,381.8590069852716,0.24517487383992118,0,48.0
2025-09-15,56,20488,583,Self-Employed,High School,33,33424,72,Single,4,Mortgage,507,0.6291671577254208,2,0,0.21967039129121654,0,Debt Consolidation,0,23,8,1625,7630,32250,28379,1707.3333333333333,0.8312277912606882,6,13091,0.25692400000000004,0.22216384234174089,844.1140236433866,0.7913592485220929,0,60.0
2025-09-16,59,67766,633,Employed,Bachelor,33,37289,48,Single,1,Other,541,0.43103605287335567,4,0,0.16888002764031243,0,Debt Consolidation,0,22,29,432,744,48956,26920,5647.166666666667,0.6302442631852694,3,22036,0.21578900000000004,0.21573664987125046,1166.2164067080869,0.3023137986674297,0,48.0
2025-09-17,33,20694,607,Employed,High School,11,30574,60,Single,1,Own,201,0.18471449270296017,3,0,0.23853342497810207,0,Debt Consolidation,0,17,26,4708,399,58477,127872,1724.5,0.6777626126411879,4,13217,0.232074,0.24229218256906002,883.6242732714666,0.6289499989976611,0,50.0
2025-09-18,28,28902,458,Self-Employed,Associate,5,35738,12,Single,1,Mortgage,362,0.21745802907745285,2,0,0.25576623382192687,0,Home,0,18,4,4874,995,516499,46095,2408.5,0.8143260524224699,3,470404,0.27173800000000004,0.3143866006752895,3509.333982295877,1.6073630817088964,0,54.0
